Id,Profile,Relationship Role,Nearest Neighbors
1047637319,"I am in my second year of a Bachelor's of Science degree at UBC Vancouver studying Neuroscience, with an intended minor in Indigenous Studies. nan Following university there are three careers that I am primarily interested in at this point: Social Work, Nursing, or Medicine. Although all these careers can make a significant salary, even if money and time were no object I think they would still be my dreams. Growing-up in an Indigenous family has always provided me with unique perspectives on community and healing, which all three of these careers can be centred around. Growing up in a small town I was able to immerse myself in community, connect with individuals who worked in these fields, and further increase my understanding and appreciation for the power of their work. Together this has inspired me to pursue a career where I can have a positive impact on community, specifically through health and social support as these two areas really interest me! Growing up and going through school I was always fascinated by science, and given that my three career aspirations outlined above all required me to start with some form of a bachelors degree, I thought a Bachelors of Science made the most sense. I kept my grades up in high school and applied to universities near my home on Vancouver Island: VIU, UBC, UVIC, and ultimately, when I was accepted to UBC with an entrance scholarship, I decided to accept my offer there. Originally, I planed to major in chemistry, but after first year I found myself feeling like I was lacking roundedness in my education -- I missed learning social sciences, hummanities, and biology, so I decided to switch my major to Neuroscience and pursue a minor in Indigenous studies. nan watching movies, baking, cooking, swimming, reading, painting, ceramics, hiking, beading, making playlists/music on garageband, board games, running, fashion design, gardening, watching hockey, playing volleyball, creative writing, singing nan I have a rural background he/him I'm very passionate about Indigenous social issues and decolonilization, I'm a first generation university student, I have navigated loss of close family members, I belong to the LGBTQ community, I am proudly Cree-M�tis, I have travelled to 12 different countries, I do truly love helping others; I have a parent and sibling with dyslexia and have helped them navigate this disability, I really value creating community and community connection, I love taking leadership positions and supporting others in pursuing leadership roles! nan I have experienced moving to large city and living in a variety of housing situations (dorms, apartments, shared housing), I have independently dealt with finances of post-secondary education/independent living, I have volunteer experience as an educational tutor (2 years) for Indigenous elementary and high school students, I was involved in a First Nations fitness program, I have worked as a lifeguard and swim instructor for almost four years, I worked as an art instructor for 1.5 years and worked with newly immigrated Canadians, people with ADHD, ASD, social anxiety nan I am indigenous and LGBTQ and happy to talk about my experiences (positive and negative) relating to these identities in my rural and urban community living experiences nan nan nan",mentor,"[('1047583027', 0.96, 'mentor'), ('1047584898', 0.96, 'mentor'), ('1047581892', 0.96, 'mentor'), ('1047550236', 0.95, 'mentor')]"
1047583932,"nan Alberni Secondary Marine Biology. I'm interested in saving wildlife especially the ones that live in the water, how they react to each other and how they live in the environment they are in, and like everything to do with the aquatic animals I've always been really passionate about animals and wanting to go into a career that specializes in them. I'm also interested in going the vet surgeon field. nan Marine Biology.  I like to read and play music No preference nan she nan nan nan How to go about in the future, whats schooling going to be like, transition from small town to big city, motivation. Canadian nan nan nan",mentee,"[('1047514155', 1.0, 'mentor'), ('1047551648', 1.0, 'mentee'), ('1047549750', 1.0, 'mentee'), ('1047547951', 1.0, 'mentor')]"
1047528838,"nan nan Embalmer, it has always interested me  nan I want to take a gap year to work I enjoy drawing and painting, video games and working on my motorcycle  Rural (a small town nan She/her No preference  1 nan Having someone to learn things from . nan nan nan",mentee,"[('1047499573', 1.0, 'mentee'), ('1047516882', 1.0, 'mentee'), ('1047498727', 1.0, 'mentee'), ('1047496782', 1.0, 'mentee')]"
9923,"nan nan nan nan Nursing nan nan nan nan , 1 , 0 nan nan nan nan nan nan",mentee,"[('10322', 1.0, 'mentor'), ('10141', 1.0, 'mentor'), ('10160', 1.0, 'mentor'), ('10119', 1.0, 'mentor')]"
1047556157,"UBC VFMP, MD (2nd year) nan My dream career is to be a doctor - one who can both be on the frontline treating patients clinically and as well influencing policies that improve the healthcare system. This comes from a place of wanting to get to know people, their stories, their lives and be able to support them but also knowing change is limited in this way and wanting to make more far-reaching and lasting impacts on the healthcare system. If I wasn't in medicine though I would definitely be looking into running a summer kids camp! I had an interesting path post-secondary. I got to UBC science and completed my biochemistry degree in 4 years right after high school but then worked for 5 years in healthcare administration before getting into medical school! nan I love the outdoors - especially hiking and kayaking. I also love working with kids which is why I usually volunteer at a summer camp each year (Camp Goodtimes). On days where the weather is not as nice you can find me playing board games and video games (mostly co-op or strategy). nan I have an urban background She/Her/Hers No preference 1 Time management, finding connections in a big campus (I went to a fairly small high school for an urban area) nan I have particular experiences now working full time (including interviews and job hunting!) and learning to be an ""adult"" including managing finances, taxes and insurance which was definitely something I never thought of before. I also applied to medical school 6 times before being accepted. It has been quite a journey of continual reflection of what I want to do, how to get there and what to do when you don't get where you want to go. nan nan nan",mentor,"[('1047583600', 0.98, 'mentor'), ('1047592614', 0.97, 'mentee'), ('1047590672', 0.96, 'mentee'), ('1047583535', 0.96, 'mentor')]"
1047548784,"UBC, English major nan I would be an author because I've always loved creative writing.  nan IB diploma program (High school), English honours (UBCV), assistant at UBC Law Library, intern at education NGO Creative writing, baking, reading a variety of books (from classic literature to manga to science fiction) and watching a variety of movies, arts and crafts (e.g., knitting) far from other towns/cities (like yours!) nan she/her/hers no preference 1 nan The opportunity to contribute meaningful to the community I would love to work with students from the Asian diaspora.  nan nan nan",mentor,"[('1047585061', 1.0, 'mentee'), ('1047549750', 1.0, 'mentee'), ('1047547951', 1.0, 'mentor'), ('1047516615', 1.0, 'mentee')]"
1047548893,nan South Kamloops SS welder because im cool  nan welder  skidooing  Rural (a small town nan he male  1 nan getting advice and anserwing questions  nothing nan nan nan,mentee,"[('1047550057', 1.0, 'mentee'), ('1047516617', 1.0, 'mentee'), ('1047584573', 1.0, 'mentee'), ('1047593152', 1.0, 'mentee')]"
1047551364,nan Hope Secondary - Cattrell nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,mentee,"[('1047585068', 1.0, 'nan'), ('1047513329', 1.0, 'mentee'), ('1047593152', 1.0, 'mentee'), ('1047557261', 1.0, 'mentee')]"
1047541032,"nan nan Mrs. Svenson nan Business and my favourite subject in school is marh Track, Basketball, Work out, snowboard, Mountain bike far from other towns/cities (like yours!) nan He Don�t have a preference 1 nan I would like to get a higher understanding on life after high school and I would like to learn what type of work I�d be doing if I took business. I love all sports and am hopefully going to continue track further into university. While I am planning on taking business. nan nan nan",mentee,"[('1047541619', 1.0, 'mentor'), ('1047516620', 1.0, 'mentee'), ('1047585219', 1.0, 'mentee'), ('1047585061', 1.0, 'mentee')]"
1047627554,"nan Charles Hays Secondary - Ling Architecture\Interior Design, Private Chef, Nursing, Mental Health and Addictions, Finances, Astrobiology, Astronomy, Marine Biology, Government Work,    nan I'm not sure! My favorite classes right now are chemistry, social justice and foods. I like cooking, making art, playing games with others and socializing, i love learning about animals and space and how the universe works. Rural (a small town nan She/They nan financial, someone whos travelled nan adulting, how to live by yourself and afford it, struggling with school, how to help yourself, someone compassionate  unstable living situation, mental health, rehab Almost every day Too busy nan",mentee,"[('1047516615', 1.0, 'mentee'), ('1047514517', 1.0, 'mentor'), ('1047548784', 1.0, 'mentor'), ('1047514155', 0.99, 'mentor')]"
1047515103,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,mentee,"[('1047515114', 1.0, 'mentee'), ('1047554194', 1.0, 'mentee'), ('1047537906', 1.0, 'mentee'), ('1047503435', 1.0, 'mentee')]"
1047503058,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,mentee,"[('1047516619', 1.0, 'mentee'), ('1047537906', 1.0, 'mentee'), ('1047515114', 1.0, 'mentee'), ('1047503435', 1.0, 'mentee')]"
1047549921,"UBC, Economics Major and English Literature Major nan Novelist, because I love reading and writing fiction.  nan I attend UBC, I used to attend the Cathedral and John Connon School in Mumbai. I have interned at DNA (a newspaper), Parliamentary Research Services (an NGO), Avendus Capital (a financial services firm) in India.  I love reading, writing, and watching endless TV shows and movies. I'm pretty into sketching too. I love going to cafes, beaches, checking out bookshops, going dancing with my friends.  far from other towns/cities (like yours!) nan She Female 1 nan I hope to become more open minded by understanding the perspectives of someone who may have had a very different life than my own. I also hope to positively impact their life in some way. Living in Mumbai, where I've been surrounded by people with enormous variety in background, upbringing, socioeconomic status, has definitely shaped me. Moving to Vancouver from India on my own shaped me as well.  nan nan nan",mentor,"[('1047516501', 0.99, 'mentor'), ('1047501430', 0.99, 'mentor'), ('1047585070', 0.99, 'mentee'), ('1047584030', 0.99, 'mentee')]"
1047554057,"nan nan I would open a bakery in Europe. It is such a beautiful place with lots of new people and ideas. I have always been into baking since I was a kid, all thanks to my grandmother. When I would go to her house as a child that's all we would do.  nan I will most definitely be going to school for culinary and also take some business classes. I also want to have 1 or 2 other minors just for an interesting new learning experience. Right now my favorite classes are foods, science and English for fun i like to try cooking and baking new interesting things, trying new cultural foods. I also like crocheting, drawing, tarot and I play the trumpet. Rural (a small town nan she/they female 1 nan Having someone help me make the correct choices to stay on the path to my success. I would prefer a female, someone who is in the lgbtq+ community would be cool. nan nan nan",mentee,"[('1047585070', 0.99, 'mentee'), ('1047584030', 0.99, 'mentee'), ('1047590673', 0.99, 'mentee'), ('1047593268', 0.99, 'mentee')]"
10175,", 2 nan nan nan Pharmacy/Pharmaceutical Sciences nan nan nan nan , 2 , 1 nan nan nan nan nan nan",mentor,"[('11588', 1.0, 'mentor'), ('13755', 1.0, 'mentor'), ('10697', 1.0, 'mentee'), ('10702', 1.0, 'mentee')]"
1047584898,"I recently graduated with my Master of Science in Neuroscience from the University of British Columbia (November 2023). My research focused on the effects of pain and sugar on the hippocampus in premature babies using a mouse model. nan I am interested in careers in health and research, hence why I pursued a master's degree in neuroscience. In the future, I am planning to apply to medical school to become a physician. For me, a physician provides a balance of patient interaction, research, problem solving, and critical thinking that I strive for in a career. In high school, a majority of my courses were science-based as I knew I wanted my career to be in the healthcare field. For my undergraduate degree, I pursued a Bachelor of Science in Biology at UBC. In my last two years of my undergraduate degree, my interests focused mainly on neural systems and the brain, which led me to pursue my masters in neuroscience at UBC. I also volunteered in laboratories and participated in volunteering with Let's Talk Science, a program that provides basic science education to elementary school students in low-income communities. In another lifetime, my dream career would be a baker or cake decorator, as silly as it may sound. I love to bake and do food-based art, so if I could make these hobbies into a career, I would absolutely do it at a different stage of my life! At the moment, I am working as a clinical research coordinator at BC Cancer Agency and I really love that my job is a combination of healthcare, education, research, communication with physicians, radiation therapists, nurses, and patients all in one! I also get to do some cancer tissue processing, which provides more depth to the role.  When I began my undergraduate degree at UBC, I started my Bachelor of Science (BSc) program immediately after high school. Second year of my BSc was when students decided their majors; we ranked our top 3 choices, to which I chose: 1) Integrated Science, 2) Biology, and 3) Microbiology & Immunology. Integrated science was my first choice because the program was a lot more flexible in terms of courses you could choose compared to Biology and allowed students to more narrowly pursue their science-based interests. Unfortunately, I did not achieve my top choice in major. Instead, I got accepted into Biology, my second choice. Although the outcome was initially a blow to my confidence, I continued to pursue Biology courses and in years 3 and 4, I really loved my major and was able to take a lot of lab-based experience I gained from my undergraduate degree into my masters program. I graduated with my Bachelor of Science with a major in Biology in 2020, then immediately began my Masters of Science in Neuroscience program in 2020, which I completed in 2023.  nan My hobbies include baking, watching TikToks, and learning about space and the universe. Baking has been an activity I've enjoyed doing for years. One of my favourite recipes to make is a chocolate lava cake, which requires only a handful of ingredients and is very quick to complete. I can even share the recipe if you're interested! I'm currently planning to learn how to make coffee cake with an espresso buttercream frosting. My sister is also passionate about baking and makes the most amazing coffee cake, so I am trying to perfect her recipe for myself. Spending long periods of time on TikTok is also something I enjoy. I love being able to lay in bed and scroll through videos for hours - it�s my definition of relaxation haha. Recently, I've become very interested in astronomy, galaxies, and various planets across the universe. I've recently learned a bit about nebulae and rogue planets, and I'm trying to learn more about the physics of black holes. If you have any space knowledge you'd like to share or resources that could teach me more, I'd love to hear it! nan I have an urban background She/her. I am creative, ambitious, disciplined, and detail-oriented. I am also friendly, approachable, and compassionate. nan My main goal is to help students with their transition into post-secondary, specifically with work-life balance, working while in school, time-management and prioritization, and good habits to form before and during post-secondary. Furthermore, I want to help students who may struggle academically, especially as the workload in university is very different to the workload in highschool, and how to overcome those challenges. Being South Asian with a tight-knit family, I can also help with how to maintain boundaries with family members and seeking independence and autonomy while in post-secondary. nan I am a South Asian (Bangaldeshi) woman born and raised in Burnaby, British Columbia. Family ties are a major component of our culture and it is expected that we follow all guidance and advice from our parents in every aspect of our future, regardless of whether their advice aligns with our goals. Being part of a collectivist community such as Bangladesh has presented significant challenges in gaining individuality and autonomy over the choices in my life, relationships, and career goals, and it took a lot of trial and error to become my true, authentic, and autonomous self in the face of my parents' wishes. Although my family provides strong support and love for me, being able to dismember myself from their expectations of my future and holding my ground on my dreams and future path has been challenging, but extremely rewarding. For youth who are stuck in the crosshairs of appeasing their family's wishes but wanting to pursue their own goals, it's an experience I have plenty of stories on, and I am proud to stay that over the years, I've gained true autonomy of my life, relationships, and future while maintaining strong familial and community ties.  nan nan nan",mentor,"[('1047581892', 0.97, 'mentor'), ('1047637319', 0.96, 'mentor'), ('1047585820', 0.95, 'mentor'), ('1047583027', 0.95, 'mentor')]"
1047516501,"SFU, Psychology + Molecular Biology & Biochemistry Major nan Child and adolescent psychiatrist, because I enjoy working with children and helping others. nan I am currently studying psychology and molecular biology & biochemistry. I have not been able to work since grade 11, but I have volunteered for Surrey Memorial Hospital and the City of Surrey, since I have graduated from high school. I absolutely love to go on adventures! I love to explore my city, explore other cities, try out new foods, and travelling. For fun, I love to waste many hours on tiktok and cook! far from other towns/cities (like yours!) nan she/her no preference 1 nan I hope to be a good role model to my mentee, and I hope to gain the valuable experience of being able to work with kids from various different backgrounds. I am a first generation Indo-Canadian, so I had to overcome a lot of discrimination and bullying while growing up.  nan nan nan",mentor,"[('1047502278', 0.99, 'mentor'), ('1047561228', 0.99, 'mentee'), ('1047516842', 0.99, 'mentor'), ('1047501430', 0.99, 'mentor')]"
1047541564,"nan nan photography because i love capturing special moments  nan i like the subject English because I like writing and coming up with stories.  horseback riding, photography, hiking and hanging out with friends and family Urban (big city) nan she/her female 0 nan Getting advice for different things in life   I have been in twelve planes in my life, got to go to Europa Park in Germany, Hiked to Berg lake with our grade 7 class  nan nan nan",mentee,"[('1047513324', 1.0, 'mentor'), ('1047554026', 1.0, 'mentee'), ('1047503436', 1.0, 'mentee'), ('1047516620', 1.0, 'mentee')]"
13431,"UBC nan Doctor nan Medicine, Biology, Health Sciences Knitting, Crossfit, anything outdoors nan nan , 0 , 4 , 1 nan nan nan nan nan nan",mentor,"[('1047498734', 1.0, 'mentee'), ('13464', 1.0, 'mentor'), ('1047501149', 1.0, 'mentor'), ('1047499328', 1.0, 'mentee')]"
1047585070,"nan Charles Hays Secondary - Dueck I am interested in Pursuing as a career in law. I want to become a lawyer for a couple of reasons. First, I really like in how the law works in many different ways, as there are numerous areas to practice. Secondly, I also like to Argue and how the courts depending on your case you always have a chance to win, and my life, I'm very competitive and always want to win. nan I was thinking of going to university after high school. I want to attend a UBCO, TRU, and SFU. and i would like to study Business or Criminology.  i like to play any sport and play video games and drive. Urban (big city) nan He/h=Him nan nan nan I would want my mentor to help me give me information on how university goes and a normal day goes.  I want someone that's chill. nan nan nan",mentee,"[('1047561228', 1.0, 'mentee'), ('1047554057', 0.99, 'mentee'), ('1047588327', 0.99, 'mentee'), ('1047513634', 0.99, 'mentor')]"
1047554034,nan nan I have not found an answer to that yet. nan I have not found that out yet. I enjoy working my part-time job at McDonalds and I like to spend my free-time with friends or just chilling at home. Urban (big city) nan he/him no preference 1 nan getting advice on life I would say that my friends have motivated me to who I am today. nan nan nan,mentee,"[('1047593954', 1.0, 'mentee'), ('1047516620', 1.0, 'mentee'), ('1047592264', 1.0, 'mentee'), ('1047554026', 1.0, 'mentee')]"
1047554104,"nan nan If grades, time, and money didn't matter, my dream career would be an editor for a fashion magazine because I have been interested in fashion since a young age. nan After high school, I hope to pursue a career in psychology as a research psychologist.  My hobbies are dancing and hiking. I like to journal and read webcomics/webtoons for fun. Urban (big city) nan she female 1 nan I hope to get advice on managing school work and what university is like I think if my mentor/match were also Asian Canadian I would be able to relate to them more since being a child of immigrant parents is a very particular experience that is a huge part of my life nan nan nan",mentee,"[('1047588327', 1.0, 'mentee'), ('1047551648', 1.0, 'mentee'), ('1047548722', 1.0, 'mentor'), ('1047516615', 1.0, 'mentee')]"
1047516842,"University of Victoria, Mechanical Engineering nan I'd be a studio musician and a songwriter because I love music and creativity! nan I'm studying Mechanical Engineering in a program that requires Co-op work experience, which means that when I graduate I will have at least 16 months of relevant work experience. So far I've completed two co-ops, one at a big company that was Software related and one at a smaller scientific company. Next year I'm starting my third co-op as a software/hardware tester at a scientific startup in Victoria.  Running, climbing, hiking/backpacking, guitar, piano, singing, video games Urban (big city) nan She/Her No preference 1 nan To learn from somebody who's different from me! I identify as LGBTQ+, I have gone to counselling for mental health, and I am a workshop facilitator for education in consent and sexualized violence prevention. nan nan nan",mentor,"[('1047516501', 0.99, 'mentor'), ('1047502278', 0.99, 'mentor'), ('1047561228', 0.99, 'mentee'), ('1047585070', 0.99, 'mentee')]"
1047592068,"nan Charles Hays Secondary - Ling My dream career would be a musician, a pianist. I really want to play in one of those jazz clubs. I have such a passion for piano and I've been taking lessons for 7 years now. I don't really want to compose music, I just want to play. It's pretty ambitious, but it's my dream. Next would be an author. I've always loved writing and English is my favourite class in school, I took creative writing this year. I've written short stories and I've been told by teachers that they're good. I think in a few years when I'm out of school I'll probably pursue this, and of course I'll always be playing piano. Or, related to author, I was recently thinking about journalism. I was thinking maybe arts journalist or celebrity journalist.  nan If I want to become a journalist, I'll have to get some sort of post-secondary education in communication and media.If I want to become an author, which is the career choice I'm thinking seriously about, then some sort of degree in the English language or writing skills or literature.I want to go to school in Vancouver.I draw a lot, which is why I'd maybe want to illustrate, too.Of course I also take weekly piano lessons and practice. But I'm not really 100% sure of what I'll want to do when the time comes.  My favourite subject in school is definitely English, I love anything to do with writing, Even the poetry unit is fun.   I draw a lot, which is why I'd maybe want to illustrate, too. Of course I also take weekly piano lessons and practice. Sometimes I write and I read a lot.  Urban (big city) nan She/Her nan nan nan I'd like help with transitioning to a big city, because I live in a small town and want to move to a city. Also advice with living on your own. I think those would be useful. Preferably studying in the Vancouver area, because that's where I want to go.  nan nan nan",mentee,"[('1047594497', 0.96, 'mentee'), ('1047586345', 0.94, 'mentor'), ('1047632077', 0.94, 'mentor'), ('1047583034', 0.94, 'mentor')]"
1047501430,"Thomas Haney Secondary School nan Doctor (but also a runner, scuba diver, good cook, and all the other things I identify as!) nan I studied biology in post-secondary (with a focus on coral reef ecology) and am now in my first year of medical school. I like to be active in my free time! I do triathlons so I run, swim, and bike a lot, but I also love to be out in the mountains so you can also find me hiking and camping often. I also love spending time with friends and we often go to trivia nights, play board games (Settlers of Catan and Scattergories are two of my favourites), and do things outside together. On a rainy day I may be caught watching Friends or Atypical on Netflix, or really any romantic comedy or action movie. I also play the guitar and piano so I enjoy playing music with people. nan nan , 0 , 0 , 1 nan nan nan nan nan nan",mentor,"[('1047516501', 0.99, 'mentor'), ('1047584030', 0.99, 'mentee'), ('1047549921', 0.99, 'mentor'), ('1047585070', 0.99, 'mentee')]"
1047502106,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,mentee,"[('1047540973', 1.0, 'mentee'), ('1047513225', 1.0, 'mentee'), ('1047516619', 1.0, 'mentee'), ('1047515098', 1.0, 'mentee')]"
10716,", 0 nan nan nan Psychology, nursing  nan nan nan nan , 1 , 1 nan nan nan nan nan nan",mentee,"[('10698', 1.0, 'mentee'), ('15766', 1.0, 'mentee'), ('10988', 1.0, 'mentor'), ('10702', 1.0, 'mentee')]"
1047549901,"nan Other My dream career would be the owner of a really cool business, something like a very funky cafe that also has music nights and all sorts of events, but has a store too, like a multi-floor center. One would be a cafe, the other full of art like paintings, one's a garden, one's a party area but can also be used as a lounge for studying... And teaching classes in a variety of subjects. Basically, I want to create something, and I want people to have fun in a healthy and relaxed environment. I want to start my own business because I have so many random interests that I want to incorporate into something special. I want people to discover the joy of learning and then get a really nice espresso machiatto. nan I would like to study business or maybe English, but I don't know for sure yet. My favourite subject in school is foods, where we cook and eat, of course, but two years ago I took a culinary arts course that I enjoyed even more. In CA we made food for the school cafeteria instead of just cooking for ourselves, so we had more immersive, in-depth lessons of only hands-on work. I loved it! I like to draw (mostly just little doodles when I�m bored), read/listen to audiobooks, go on walks, and recently, I joined a Jiu Jitsu class (the first time I�ve tried martial arts). I would love to play an instrument like the bass or electric guitar; right now all I�ve got to practice on is my sister�s acoustic guitar, which I�ve learned a couple chords on and hope to learn more. Listening to music is something I do plenty of. Lately I�ve been spending too much money on vinyl at the only record/bookstore in town. I usually listen to them in the morning while getting ready for school or work. I�m into fashion, makeup, and changing my hair. Creating unique looks is pretty fun. far from other towns/cities (like yours!) nan she/her no preference 1 nan I'd like to get my questions answered (about gap years, university, etc...), but also learn from them how their choices lead them to where they are today. Meeting certain dedicated, high-achieving people earlier this year has motivated me to at least try to pursue my dreams and get doing. People who tell me not just to ""do it"" but also tell me how they ""did it"" is super helpful and encouraging. nan nan nan",mentee,"[('1047583027', 0.94, 'mentor'), ('1047582331', 0.94, 'mentor'), ('1047634577', 0.94, 'mentor'), ('1047550236', 0.94, 'mentor')]"
1047516615,"nan Charles Hays Secondary - Ling Actress, I would love to act in the filming industry.  nan I want to be a lawyer after school, I'll be going into school again after I graduate to get my bachelors of arts, and then after that, go into law school.  Read, write, dance, sing, paint, bake, hikes, and binge watch tv shows  far from other towns/cities (like yours!) nan Female/She Male or Female  1 nan Advice for post secondary schooling, self care, studying, getting my questions answered I would like my match to be someone who is interested in law and has had experience in that department, if possible! nan nan nan",mentee,"[('1047547951', 1.0, 'mentor'), ('1047554104', 1.0, 'mentee'), ('1047548784', 1.0, 'mentor'), ('1047514517', 1.0, 'mentor')]"
1047499573,"nan Alberni Secondary Actress, Hairdresser nan I am interested in taking a fine arts course I like watching friends in my time. far from other towns/cities (like yours!) nan , 0 , 4 , 1 nan nan nan nan nan nan",mentee,"[('1047498720', 1.0, 'mentee'), ('1047496782', 1.0, 'mentee'), ('1047516882', 1.0, 'mentee'), ('1047548888', 1.0, 'mentee')]"
1047632077,"University of British Columbia - Forestry, minor in Environmental Engineering nan I'd love to be a teacher so will likely pursue an education degree after completing my undergraduate program. Some of my high school teachers have made such a positive impact in my career and made me want to give back to the community by doing the same to me. I'm planning on doing a dual degree in Education alongside my current degree, or will do a degree in Education after I finish my degree in Forestry -- still a second year, a little early to decide lol When I applied to UBC, I applied to both Engineering and Forestry and ended up being accepted to both. It was a hard decision for me as I wanted to pursue a degree related to the environment but both Environmental Engineering and Forestry stood out to me. But, the only thing that led me to choose Forestry in the end was because of the Land One gateway program. It was an amazing experience, I met some of my best friends to this date in that program! nan During my free time, I love playing musical instruments! Fun fact: I have been playing piano since I was 6 and am currently working to get my ARCT diploma. I also enjoy going on nature walks with my friends, afterall that's why I'm in Forestry right?! nan I have an urban background but have lived for 6+ months in a rural area she/her/hers I am always passionate about helping others. In fact, I even started my own tutoring organization back in high school. Although I'm not as outgoing at first, I can definitely be more outgoing as soon as I start to know them a bit better! nan Trust me, I've faced many academic struggles throughout my years of high school and university. I had to realize that I can't set super high goals for myself, or else, I'll never be able to reach it. I have also been involved in Student Council back in highschool and am currently serving on the Forestry Undergrad Society at UBC! Perhaps these are some things you're interested in trying? nan I'd love to help as many people as possible! After all, I've faced many struggles through my years in high school and learning to transition to university properly. nan nan nan",mentor,"[('1047586345', 0.96, 'mentor'), ('1047594497', 0.95, 'mentee'), ('1047583027', 0.94, 'mentor'), ('1047592068', 0.94, 'mentee')]"
1047584581,"nan Alberni Secondary Heavy Duty Mechanic, Welder,  nan Favorite subject is shop and it includes metal shop and wood work My hobbies are working on my quad and Dirtbike as well as riding them  No preference nan male  nan nan nan figuring out future jobs or goals  my life experiences that helped shape me were working with my dad as a contractor and learning that somtimes you mess up and all you can do is move on   nan nan nan",mentee,"[('1047513327', 1.0, 'mentor'), ('1047554033', 1.0, 'mentee'), ('1047554195', 1.0, 'mentee'), ('1047549396', 1.0, 'mentee')]"
1047593959,"nan nan the one thing that I am chasseing is gaming I love the feeling when I grab the controller because I can already feel the rush of energy of me about to win a game getting closer to my dream that one day, I can be a pro gamer and make earnings and be just like the one person I watch making vid everyday ninja (Tyler Blevins)   nan i thinking of making a gaming house with my friends so the career that we all share can be accomplish because we all have been slowly shut down by our parents not fully but somewhat supporting us all we want in life is too be a gamer and they don't fully recognize that.  as I said before I love to play games but if I had to have a side gig it prob be auto machinic or a fast-food restaurant.  No preference nan he/him nan nan nan just help me grow as a social media influencer.  the thing that helps shape me today is my bio dad he left me and the one thing he gave me was an Xbox I would play it for days he would disappear for big gaps of time, but he showed how a man isn't supposed to be and two other people that shaped me into a good person to this today is my mom and stepdad (Amanda) (Scott). I also thank my friends for being there for me to help guide me through the darkness when my dad pasted. (Never mention my dead I will not talk to you if you do just a warning)   nan nan nan",mentee,"[('1047595006', 0.97, 'mentee'), ('1047590672', 0.96, 'mentee'), ('1047549055', 0.96, 'mentee'), ('1047556157', 0.95, 'mentor')]"
1047639738,"nan Alberni Secondary realistic careers: musician, film director, deckhand, entrepreneur. dream careers: astrophysicist, astronomer. nan i would love to travel as much as humanly possible for as long as i can, that is why i would love to make experience as a deckhand for a few years.  i play music, i listen to music, i read, i draw, i occasionally play videogames (used to play a lot) and i occasionally exercise  No preference nan he/him nan i would like my mentor to have traveled a lot, to have experienced many things in their life (jobs and experiences) nan definitely how to get motivated, how to possibly achieve jobs that make you see the world and live many experiences  i unfortunately stutter, i managed to hide it to the point where even my closest friends do not notice it unless i tell them, but the fact that i still feel myself blocking while talking, even if not noticeable by whom i'm speaking with, mines my confidence. i am an international student from italy too  Very infrequently Other - please explain nan",mentee,"[('1047585216', 0.99, 'mentee'), ('1047549921', 0.99, 'mentor'), ('1047514152', 0.99, 'mentor'), ('1047585070', 0.99, 'mentee')]"
11588,", 2 nan nan nan Nursing; Medicine nan nan nan nan , 2 , 1 nan nan nan nan nan nan",mentor,"[('10175', 1.0, 'mentor'), ('10988', 1.0, 'mentor'), ('10702', 1.0, 'mentee'), ('13755', 1.0, 'mentor')]"
1047564282,"nan Other Criminologist, Profiler or even a Detective. The former two have much more interest to me. I want to work on cases. nan Criminology and Psychology are the first things I�m going to study, as well as law. I�ve been a writer for a long time. I also like to draw and paint. far from other towns/cities (like yours!) nan He/him Male 1 nan All four of the examples, though namely getting my road set. Preferably someone in a similar field (criminology, law or psychology), and/or someone who identifies as LBGTQIAP2S+. nan nan nan",mentee,"[('1047548784', 1.0, 'mentor'), ('1047549750', 1.0, 'mentee'), ('1047551648', 1.0, 'mentee'), ('1047549398', 1.0, 'mentee')]"
1047519534,"nan nan I used to want to join the armed forces now I just wanna leave, fuck work I wanna live my life free from the constraints of schools and careers. nan My plans are as follow, step 1 get a bigger boat, step 2 go were the wind blows me. I like sailing and painting and drawing and playing/writing music Rural (a small town nan I identify as male (he, him, his) but I could care less, I won't get offended. I don't care. 1 nan I literally did not sign up for this and feel I've got enough on my plate as it is but who knows maybe I'll get something out of this. No. nan nan nan",mentee,"[('1047549750', 1.0, 'mentee'), ('1047551648', 1.0, 'mentee'), ('1047548784', 0.99, 'mentor'), ('1047554104', 0.99, 'mentee')]"
